name,prediction,confidence,critic_score,critic_grade,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,key_concern,would_rerun_help
shawn wightman,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified - this is an exemplary disambiguation with strong evidence and sound reasoning.,False
sherri edmundson,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The retirement announcement mentions she came to HTRS from Marysville, Kansas following retirement as Assistant Superintendent there, but this doesn't contradict the conclusion - it actually strengthens the Kansas connection. The evidence is overwhelming and consistent.",False
sherry mcmasters,same,high,7,SUSPECT,pass,pass,fail,pass,weak,,,,,,"The reasoning contains a critical logical contradiction. It claims Cedar Ridge announcement shows she resigned to take a position at Couch R-I, but the announcement actually says she left for Bakersfield School District. The reasoning then constructs a career narrative (Missouri → Arkansas → Missouri) that contradicts the actual evidence. While the prediction may still be correct, the high confidence is unsupported because the two sources don't actually corroborate each other about the specific districts involved.",True
stanley stratton,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,weak,pass,pass,pass,pass,"The main weakness is in the search strategy documentation and full name verification. While the evidence appears strong, the reasoning doesn't clearly show the systematic 4-phase search process and doesn't explicitly confirm that the full name was verified at both districts.",False
stanton lawrence,same,high,12,QUESTIONABLE,pass,pass,weak,pass,fail,pass,pass,weak,fail,fail,"The reasoning is dangerously overconfident based on insufficient corroboration. It essentially has one source for each position plus one vague biography, yet claims high confidence. This violates the fundamental requirement that high confidence needs 2+ independent Tier 1-2 sources. The Bridges To Life biography is treated as strong connecting evidence when it only vaguely mentions both states without confirming the specific positions or timeline.",True
stephen daeschner,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is an exemplary disambiguation with strong evidence and sound reasoning,False
stephen murley,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,The reasoning is solid but could be more explicit about search methodology.,False
stephen price,same,high,8,SUSPECT,pass,pass,weak,fail,fail,weak,pass,fail,fail,fail,"The evidence describes a different Stephen Price - one who served 7 years as Middletown superintendent (2003-2010), not the 2-year tenure (2005-2007) in the DOE records. This suggests there are multiple Stephen Prices in education leadership, and the sources may be corroborating the wrong person's career trajectory.",True
steve wilmoth,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,pass,weak,pass,pass,pass,"The main concern is the KSL.com source - it's a Utah-based news outlet reporting on Missouri superintendent ethics issues. While the content may be accurate, using a non-local outlet for Missouri education news is unusual and warrants verification. The search methodology is also not clearly documented.",True
steven skalka,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns identified. This appears to be a well-documented case with strong evidence from multiple independent sources showing clear career progression.,False
tawana grover,same,high,17,PLAUSIBLE,pass,pass,pass,pass,pass,pass,fail,pass,weak,pass,"The presence of a URL with a 2026 date (https://www.kcrg.com/2026/01/16/fact-check-cedar-rapids-superintendent-is-iowas-highest-paid-not-third-nation/) is a major red flag that suggests either a data collection error, URL fabrication, or failure to properly verify source dates. This casts serious doubt on the reliability of the evidence despite the otherwise strong reasoning.",True
teresa russell,same,high,13,QUESTIONABLE,pass,weak,pass,fail,fail,pass,pass,pass,fail,pass,"Evidence tier misclassification and insufficient corroboration for high confidence - district websites are Tier 3 not Tier 2, and only one actual Tier 2 source exists, which doesn't support high confidence conclusion.",True
terrence scandrett,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,weak,pass,pass,pass,pass,"While the evidence is strong, the full name verification at both districts could be more explicit. The reasoning shows 'Terry Glen Scandrett' in Illinois records but doesn't clearly confirm this full name at the Missouri district.",False
terry hazard,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning is sound and well-supported, though it could be more explicit about following the systematic 4-phase search protocol. The Congressional Record evidence is particularly strong as it explicitly confirms the career transition.",False
terry hazard,same,high,16,PLAUSIBLE,pass,pass,weak,pass,pass,fail,pass,pass,weak,pass,"The middle initial discrepancy ('Terry L Hazard' in Iowa vs 'Terry Hazard' in Nebraska) creates uncertainty about whether these are truly the same person. Without confirming the middle initial at both districts, the high confidence prediction may be overstated.",True
terry hemann,same,high,18,CONFIRMED,pass,pass,weak,weak,pass,pass,pass,pass,pass,pass,"Minor issues: search phases not documented, and one source (the retrospective blog post) may be more accurately Tier 2 than Tier 1. However, these are documentation/classification issues rather than substantive flaws in the evidence or conclusion.",False
terry stevens,same,high,12,QUESTIONABLE,pass,pass,pass,pass,weak,fail,pass,weak,fail,fail,The middle initial discrepancy (Terry Stevens vs Terry Stevens L) and the lack of direct evidence for the 2022 Darrouzett position are critical flaws. The reasoning dismisses contrary evidence from Texas School Directory without proper verification.,True
terry stevens,same,high,13,QUESTIONABLE,pass,weak,pass,fail,weak,weak,pass,pass,fail,pass,"The prediction is probably correct, but the confidence is miscalibrated. The evidence consists of Tier 3 sources (current news articles about single districts), not Tier 1-2 as claimed. For a moderately common name like ""Terry Stevens"", two Tier 3 sources with timeline plausibility should yield 'medium' confidence, not 'high'. The reasoning also misclassifies the evidence tier, treating single-district news as Tier 2 when it's actually Tier 3.",False
terry zink,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The 5-year gap between 2015 (Booker departure) and 2020 (Coyle appointment) represents a retirement period that should be explicitly acknowledged in the reasoning, though it doesn't invalidate the conclusion.",False
theresa rouse,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The evidence is strong but there's a minor timeline discrepancy (Patch.com says 2016 start vs record showing 2017-2023) that should be noted, though it doesn't undermine the overall conclusion.",False
thomas challender,same,high,14,PLAUSIBLE,pass,pass,weak,pass,fail,pass,pass,pass,fail,weak,"The primary concern is lack of source independence - all evidence comes from Early County News, so there's effectively only one independent source. High confidence requires corroboration from multiple independent sources (e.g., Missouri sources for Stet R-Xv position, state education records, or other publications).",True
thomas forcella,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is an exemplary disambiguation with definitive evidence,False
thomas hagler,same,high,6,SUSPECT,pass,pass,weak,fail,fail,weak,fail,fail,fail,fail,"The entire prediction is based on temporally irrelevant evidence. The Valdosta Daily Times articles (2005-2006) are about hiring a NEW superintendent, not about Thomas Hagler's 1999-2001 tenure. The Sun-Sentinel article (1991) predates the Tyler ISD period. There is NO evidence that Thomas Hagler was superintendent at either district during the specified time periods. This is a fundamental failure of evidence relevance.",True
thomas moore,same,high,19,CONFIRMED,pass,pass,pass,pass,pass,weak,pass,pass,pass,pass,"The full name verification could be more explicit about confirming the first name at both districts, though this is a minor documentation issue given the strength of the career transition evidence.",False
thomas parker,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,The reasoning is strong but would benefit from explicitly documenting the 4-phase search process to demonstrate methodological completeness.,False
thomas price,same,high,17,PLAUSIBLE,pass,weak,weak,pass,pass,weak,pass,pass,pass,pass,"The main concern is insufficient explicit documentation of full name verification at both districts and unclear search phase completion. While the evidence appears strong, the reasoning doesn't clearly show 'Thomas A. Price' verified at both Columbia County and Boerne ISD, and doesn't explicitly document all search phases.",True
thomas smith,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this appears to be an exemplary disambiguation with strong evidence and proper reasoning.,False
tiffany anderson,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"No concerns identified - this is an exemplary disambiguation with strong, corroborated evidence from multiple Tier 1 sources.",False
timothy rehm,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The only minor weakness is lack of explicit mention of the 4-phase search strategy, though the comprehensive evidence across multiple districts and time periods suggests thorough investigation was conducted.",False
timothy rehm,same,high,13,QUESTIONABLE,pass,pass,weak,pass,pass,pass,pass,fail,fail,fail,"Critical timeline contradiction: The reasoning claims Timothy Rehm retired from Cornwall on August 1, 2014, but was appointed interim superintendent in Moorestown in February 2014. This creates an impossible overlap where he would be both retired and working simultaneously. This fundamental logical error undermines the entire conclusion.",True
timothy ricker,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"None identified. This is a model disambiguation with strong evidence, proper corroboration, and appropriate confidence calibration.",False
timothy shafer,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor documentation issue: The search strategy isn't clearly explained, though the evidence found is excellent.",False
todd white,same,high,6,SUSPECT,pass,weak,pass,fail,fail,fail,weak,fail,fail,fail,The reasoning dismisses a critical name discrepancy (Thomas White vs Todd White) as a data entry error without providing any evidence to prove these are the same person. This is a fundamental logical flaw - you cannot assume away a name difference.,True
toni jones,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"No significant concerns identified. The reasoning is exemplary with strong, properly classified evidence and appropriate confidence calibration.",False
toni jones,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,No significant concerns - this is a well-documented case with strong evidence across multiple independent sources.,False
tony tipton,same,high,13,QUESTIONABLE,pass,pass,weak,pass,pass,pass,pass,fail,fail,fail,"The reasoning contains a critical timeline contradiction: it claims Tony Tipton had ""25+ years in Texas districts before his North Carolina role"" (2011-2017), but then shows him returning to Texas in 2020. This creates an impossible career timeline - 25+ years before 2011 would be 1986, but the sequence suggests he went TX→NC→TX in a much shorter timeframe. This fundamental error undermines the entire ""same person"" conclusion.",True
tony watlington,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is an exemplary disambiguation with overwhelming evidence from multiple independent official sources.,False
travis graham,same,high,6,SUSPECT,pass,pass,weak,fail,fail,weak,fail,fail,fail,fail,"The reasoning fundamentally misread the evidence. The Pontotoc Technology Center announcement shows Travis Graham was hired by Pontotoc Tech, NOT Purdy R-II. The entire conclusion is based on a district identification error.",True
ugur demircan,same,high,17,PLAUSIBLE,pass,pass,weak,pass,weak,pass,pass,pass,weak,pass,"Only one independent source used for high confidence conclusion, though the source quality is excellent (Tier 1 official district bio).",True
verna ruffin,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The main weakness is lack of explicit documentation of the 4-phase search strategy, though the evidence quality itself is strong.",False
vicki thomas,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor concern: Position 1 lists 'Fayetteville School District (ar)' but all sources refer to 'Fayetteville Public Schools'. This appears to be a naming discrepancy rather than a substantive error, as the sources consistently confirm the same district, but the exact district name should be verified for complete accuracy.",False
vickie cartwright,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns identified - this is an exemplary disambiguation case.,False
victoria kniewel,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns identified - this is an exemplary disambiguation case with strong evidence and sound reasoning.,False
vincent smith,same,high,7,SUSPECT,pass,fail,weak,fail,fail,pass,pass,fail,fail,fail,"The reasoning contains a critical logical contradiction: the NJSIAA appointment source explicitly states Vincent S. Smith previously served in Woodbridge Township School District, not Iowa as claimed. No source actually connects the Iowa and New Jersey positions - they only confirm each position separately.",False
walt davis,same,high,2,SUSPECT,fail,pass,fail,fail,fail,fail,fail,fail,fail,fail,"The reasoning relies on a religious ministry bio as Tier 1 evidence and fails to provide any evidence that Walt Davis actually worked at Terrell ISD. Only the Hector, AR position is documented.",True
walt davis,same,high,6,SUSPECT,pass,pass,fail,weak,fail,fail,weak,fail,fail,fail,"The critical flaw is that there is NO evidence whatsoever that Walt Davis was ever superintendent at Terrell ISD (TX) in 2003-2007. All evidence confirms Walt Davis at Perryville (AR) and Hector (AR), but none connects him to the Texas position. The 'same' prediction rests entirely on the assumption that a Walt Davis who retired to Terrell, TX must be the same person from an undocumented 2003-2007 position. This is a fundamental evidentiary gap.",True
walter calinger,same,high,16,PLAUSIBLE,pass,pass,pass,pass,pass,weak,weak,weak,weak,pass,"Timeline discrepancy between position dates (2008-2012) and evidence (contract expired 2013), plus an irrelevant Pueblo Chieftain URL that may indicate evidence contamination.",True
walter key,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning is sound but could be improved by explicitly documenting the 4-phase search methodology. However, this is a minor issue given the strength of the evidence found.",False
wayne burke,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns found - the evidence is strong and well-documented.,False
william caldwell,same,high,7,SUSPECT,pass,weak,fail,fail,fail,pass,pass,fail,fail,fail,"The reasoning commits a critical logical error: it assumes that because someone named William Caldwell existed at both districts, they must be the same person. There is no evidence showing the actual transition or connection between the NJ and NY positions.",True
william crowder,same,high,15,PLAUSIBLE,pass,pass,weak,pass,pass,pass,pass,fail,fail,pass,"Major timeline discrepancy: Position 2 is listed for 2017-2018, but the strongest evidence (Arkansas Dept of Education report, GovSalaries, Health & Wellness plan) shows William Crowder at Hazen in 2019-2020. The board minutes mention a new superintendent in 2017, but don't confirm it was William Crowder. This creates uncertainty about whether the same person held the position during the specified years.",True
william hall,same,high,12,QUESTIONABLE,pass,pass,weak,pass,pass,weak,pass,fail,fail,fail,"The reasoning dismisses a major timeline contradiction without justification - records show William Hall at Willow Springs 2018-2022, but news reports indicate he resigned in October 2017 and was replaced by June 2018. This could easily be two different William Halls, and the high confidence is unsupported.",True
william harbron,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns identified - the reasoning appears sound and well-supported.,False
william hunter,same,high,9,SUSPECT,pass,weak,fail,pass,weak,fail,pass,weak,fail,fail,"No verification that the same William Hunter worked at both districts - full name not confirmed across positions, only one source for Illinois record, and no proper search strategy executed.",True
william silver,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning is strong overall, with only a minor documentation issue regarding search strategy phases. The evidence conclusively shows William Silver's career progression from Killingly to Liberty.",False
william silver,same,high,8,SUSPECT,pass,pass,weak,fail,fail,fail,pass,weak,fail,fail,"The reasoning lacks independent corroboration and treats current district documents as definitive evidence. Only one truly independent source was found, and full name verification was incomplete at the second district.",True
william stitt,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns identified. This is an exemplary disambiguation with strong evidence and proper reasoning.,False
william ward,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified - this is a well-supported disambiguation with strong evidence and appropriate confidence level.,False
